"","exp_name","cell_name","AITC.100uM","Menthol.400uM","Capsaicin.300nM","K.50mM"
"X.2139","RD.181221.l.22.f.p1.Rdata","X.2139",1,0,0,1
"X.2140","RD.181221.l.22.f.p1.Rdata","X.2140",0,0,0,1
"X.2141","RD.181221.l.22.f.p1.Rdata","X.2141",0,0,0,0
"X.2142","RD.181221.l.22.f.p1.Rdata","X.2142",0,0,0,1
"X.2143","RD.181221.l.22.f.p1.Rdata","X.2143",1,1,0,1
"X.2144","RD.181221.l.22.f.p1.Rdata","X.2144",0,0,0,0
"X.2145","RD.181221.l.22.f.p1.Rdata","X.2145",0,0,0,0
"X.2146","RD.181221.l.22.f.p1.Rdata","X.2146",0,0,0,0
"X.2147","RD.181221.l.22.f.p1.Rdata","X.2147",0,0,0,0
"X.2148","RD.181221.l.22.f.p1.Rdata","X.2148",0,0,0,0
"X.2149","RD.181221.l.22.f.p1.Rdata","X.2149",0,0,0,0
"X.2150","RD.181221.l.22.f.p1.Rdata","X.2150",0,0,0,0
"X.2151","RD.181221.l.22.f.p1.Rdata","X.2151",0,0,0,0
"X.2152","RD.181221.l.22.f.p1.Rdata","X.2152",0,0,0,0
"X.2153","RD.181221.l.22.f.p1.Rdata","X.2153",0,0,0,0
"X.2154","RD.181221.l.22.f.p1.Rdata","X.2154",1,1,0,1
"X.2155","RD.181221.l.22.f.p1.Rdata","X.2155",0,0,0,0
"X.2156","RD.181221.l.22.f.p1.Rdata","X.2156",0,0,0,0
"X.2157","RD.181221.l.22.f.p1.Rdata","X.2157",0,0,0,0
"X.2158","RD.181221.l.22.f.p1.Rdata","X.2158",0,1,0,1
"X.2159","RD.181221.l.22.f.p1.Rdata","X.2159",0,0,0,0
"X.2160","RD.181221.l.22.f.p1.Rdata","X.2160",0,0,1,1
"X.2161","RD.181221.l.22.f.p1.Rdata","X.2161",0,0,0,0
"X.2162","RD.181221.l.22.f.p1.Rdata","X.2162",1,0,0,1
"X.2163","RD.181221.l.22.f.p1.Rdata","X.2163",0,0,0,0
"X.2164","RD.181221.l.22.f.p1.Rdata","X.2164",0,0,0,0
"X.2165","RD.181221.l.22.f.p1.Rdata","X.2165",0,0,0,0
"X.2166","RD.181221.l.22.f.p1.Rdata","X.2166",0,0,0,0
"X.2167","RD.181221.l.22.f.p1.Rdata","X.2167",0,0,0,0
"X.2168","RD.181221.l.22.f.p1.Rdata","X.2168",0,0,0,0
"X.2169","RD.181221.l.22.f.p1.Rdata","X.2169",0,0,0,1
"X.2170","RD.181221.l.22.f.p1.Rdata","X.2170",0,0,1,1
"X.2171","RD.181221.l.22.f.p1.Rdata","X.2171",0,0,0,0
"X.2172","RD.181221.l.22.f.p1.Rdata","X.2172",0,1,0,1
"X.2173","RD.181221.l.22.f.p1.Rdata","X.2173",0,0,0,0
"X.2174","RD.181221.l.22.f.p1.Rdata","X.2174",0,0,1,1
"X.2175","RD.181221.l.22.f.p1.Rdata","X.2175",0,0,0,0
"X.2176","RD.181221.l.22.f.p1.Rdata","X.2176",0,0,0,1
"X.2177","RD.181221.l.22.f.p1.Rdata","X.2177",0,0,0,0
"X.2178","RD.181221.l.22.f.p1.Rdata","X.2178",1,1,0,1
"X.2179","RD.181221.l.22.f.p1.Rdata","X.2179",0,0,0,1
"X.2180","RD.181221.l.22.f.p1.Rdata","X.2180",0,0,0,0
"X.2181","RD.181221.l.22.f.p1.Rdata","X.2181",0,0,0,0
"X.2182","RD.181221.l.22.f.p1.Rdata","X.2182",0,0,0,1
"X.2183","RD.181221.l.22.f.p1.Rdata","X.2183",0,0,0,0
"X.2184","RD.181221.l.22.f.p1.Rdata","X.2184",0,0,0,0
"X.2185","RD.181221.l.22.f.p1.Rdata","X.2185",0,0,0,0
"X.2186","RD.181221.l.22.f.p1.Rdata","X.2186",0,0,0,0
"X.2187","RD.181221.l.22.f.p1.Rdata","X.2187",0,0,0,1
"X.2188","RD.181221.l.22.f.p1.Rdata","X.2188",0,0,0,0
"X.2189","RD.181221.l.22.f.p1.Rdata","X.2189",0,0,0,0
"X.2190","RD.181221.l.22.f.p1.Rdata","X.2190",0,0,0,0
"X.2191","RD.181221.l.22.f.p1.Rdata","X.2191",0,0,0,0
"X.2192","RD.181221.l.22.f.p1.Rdata","X.2192",0,0,0,0
"X.2193","RD.181221.l.22.f.p1.Rdata","X.2193",0,0,0,0
"X.2194","RD.181221.l.22.f.p1.Rdata","X.2194",0,0,0,0
"X.2195","RD.181221.l.22.f.p1.Rdata","X.2195",0,0,0,0
"X.2196","RD.181221.l.22.f.p1.Rdata","X.2196",0,0,0,0
"X.2197","RD.181221.l.22.f.p1.Rdata","X.2197",0,0,0,0
"X.2198","RD.181221.l.22.f.p1.Rdata","X.2198",0,0,0,0
"X.2199","RD.181221.l.22.f.p1.Rdata","X.2199",0,0,0,0
"X.2200","RD.181221.l.22.f.p1.Rdata","X.2200",0,0,1,1
"X.2201","RD.181221.l.22.f.p1.Rdata","X.2201",0,0,0,0
"X.2202","RD.181221.l.22.f.p1.Rdata","X.2202",0,0,0,1
"X.2203","RD.181221.l.22.f.p1.Rdata","X.2203",0,0,1,1
"X.2204","RD.181221.l.22.f.p1.Rdata","X.2204",0,0,0,0
"X.2205","RD.181221.l.22.f.p1.Rdata","X.2205",0,0,0,0
"X.2206","RD.181221.l.22.f.p1.Rdata","X.2206",1,0,0,1
"X.2207","RD.181221.l.22.f.p1.Rdata","X.2207",0,0,0,0
"X.2208","RD.181221.l.22.f.p1.Rdata","X.2208",0,0,0,0
"X.2209","RD.181221.l.22.f.p1.Rdata","X.2209",0,0,0,0
"X.2210","RD.181221.l.22.f.p1.Rdata","X.2210",0,0,0,0
"X.2211","RD.181221.l.22.f.p1.Rdata","X.2211",1,0,0,1
"X.2212","RD.181221.l.22.f.p1.Rdata","X.2212",1,1,0,1
"X.2213","RD.181221.l.22.f.p1.Rdata","X.2213",0,0,0,0
"X.2214","RD.181221.l.22.f.p1.Rdata","X.2214",0,0,0,0
"X.2215","RD.181221.l.22.f.p1.Rdata","X.2215",0,0,0,1
"X.2216","RD.181221.l.22.f.p1.Rdata","X.2216",0,0,0,1
"X.2217","RD.181221.l.22.f.p1.Rdata","X.2217",0,0,0,1
"X.2218","RD.181221.l.22.f.p1.Rdata","X.2218",0,0,1,1
"X.2219","RD.181221.l.22.f.p1.Rdata","X.2219",0,0,1,1
"X.2220","RD.181221.l.22.f.p1.Rdata","X.2220",0,0,0,0
"X.2221","RD.181221.l.22.f.p1.Rdata","X.2221",0,0,0,0
"X.2222","RD.181221.l.22.f.p1.Rdata","X.2222",0,0,0,0
"X.2223","RD.181221.l.22.f.p1.Rdata","X.2223",0,0,0,1
"X.2224","RD.181221.l.22.f.p1.Rdata","X.2224",1,0,1,1
"X.2225","RD.181221.l.22.f.p1.Rdata","X.2225",0,0,0,1
"X.2226","RD.181221.l.22.f.p1.Rdata","X.2226",0,0,0,0
"X.2227","RD.181221.l.22.f.p1.Rdata","X.2227",0,0,0,0
"X.2228","RD.181221.l.22.f.p1.Rdata","X.2228",0,0,0,0
"X.2229","RD.181221.l.22.f.p1.Rdata","X.2229",0,0,0,0
"X.2230","RD.181221.l.22.f.p1.Rdata","X.2230",0,0,0,0
"X.2231","RD.181221.l.22.f.p1.Rdata","X.2231",0,0,0,0
"X.2232","RD.181221.l.22.f.p1.Rdata","X.2232",0,0,0,0
"X.2233","RD.181221.l.22.f.p1.Rdata","X.2233",0,1,0,1
"X.2234","RD.181221.l.22.f.p1.Rdata","X.2234",0,0,0,1
"X.2235","RD.181221.l.22.f.p1.Rdata","X.2235",0,0,0,1
"X.2236","RD.181221.l.22.f.p1.Rdata","X.2236",1,1,0,1
"X.2237","RD.181221.l.22.f.p1.Rdata","X.2237",0,0,0,1
"X.2238","RD.181221.l.22.f.p1.Rdata","X.2238",0,0,0,0
"X.2239","RD.181221.l.22.f.p1.Rdata","X.2239",0,0,0,0
"X.2240","RD.181221.l.22.f.p1.Rdata","X.2240",0,0,0,0
"X.2241","RD.181221.l.22.f.p1.Rdata","X.2241",1,0,1,1
"X.2242","RD.181221.l.22.f.p1.Rdata","X.2242",0,0,0,0
"X.2243","RD.181221.l.22.f.p1.Rdata","X.2243",0,0,0,0
"X.2244","RD.181221.l.22.f.p1.Rdata","X.2244",0,0,1,1
"X.2245","RD.181221.l.22.f.p1.Rdata","X.2245",0,0,0,1
"X.2246","RD.181221.l.22.f.p1.Rdata","X.2246",0,0,0,1
"X.2247","RD.181221.l.22.f.p1.Rdata","X.2247",0,0,0,0
"X.2248","RD.181221.l.22.f.p1.Rdata","X.2248",0,0,0,0
"X.2249","RD.181221.l.22.f.p1.Rdata","X.2249",0,0,0,0
"X.2250","RD.181221.l.22.f.p1.Rdata","X.2250",0,0,0,0
"X.2251","RD.181221.l.22.f.p1.Rdata","X.2251",0,0,0,0
"X.2252","RD.181221.l.22.f.p1.Rdata","X.2252",0,0,0,0
"X.2253","RD.181221.l.22.f.p1.Rdata","X.2253",0,0,0,0
"X.2254","RD.181221.l.22.f.p1.Rdata","X.2254",0,0,0,0
"X.2255","RD.181221.l.22.f.p1.Rdata","X.2255",0,0,0,1
"X.2256","RD.181221.l.22.f.p1.Rdata","X.2256",0,0,0,0
"X.2257","RD.181221.l.22.f.p1.Rdata","X.2257",0,0,0,0
"X.2258","RD.181221.l.22.f.p1.Rdata","X.2258",0,0,0,0
"X.2259","RD.181221.l.22.f.p1.Rdata","X.2259",0,0,0,0
"X.2260","RD.181221.l.22.f.p1.Rdata","X.2260",0,0,0,0
"X.2261","RD.181221.l.22.f.p1.Rdata","X.2261",0,0,0,0
"X.2262","RD.181221.l.22.f.p1.Rdata","X.2262",1,0,0,1
"X.2263","RD.181221.l.22.f.p1.Rdata","X.2263",0,0,0,0
"X.2264","RD.181221.l.22.f.p1.Rdata","X.2264",0,0,0,0
"X.2265","RD.181221.l.22.f.p1.Rdata","X.2265",0,0,0,1
"X.2266","RD.181221.l.22.f.p1.Rdata","X.2266",0,0,0,0
"X.2267","RD.181221.l.22.f.p1.Rdata","X.2267",0,0,0,0
"X.2268","RD.181221.l.22.f.p1.Rdata","X.2268",0,0,0,1
"X.2269","RD.181221.l.22.f.p1.Rdata","X.2269",0,0,0,0
"X.2270","RD.181221.l.22.f.p1.Rdata","X.2270",0,0,1,1
"X.2271","RD.181221.l.22.f.p1.Rdata","X.2271",1,1,0,1
"X.2272","RD.181221.l.22.f.p1.Rdata","X.2272",0,0,1,1
"X.2273","RD.181221.l.22.f.p1.Rdata","X.2273",0,0,1,1
"X.2274","RD.181221.l.22.f.p1.Rdata","X.2274",0,0,1,0
"X.2275","RD.181221.l.22.f.p1.Rdata","X.2275",0,0,0,0
"X.2276","RD.181221.l.22.f.p1.Rdata","X.2276",0,0,0,0
"X.2277","RD.181221.l.22.f.p1.Rdata","X.2277",0,0,0,0
"X.2278","RD.181221.l.22.f.p1.Rdata","X.2278",0,0,0,0
"X.2279","RD.181221.l.22.f.p1.Rdata","X.2279",0,0,0,0
"X.2280","RD.181221.l.22.f.p1.Rdata","X.2280",0,0,0,0
"X.2281","RD.181221.l.22.f.p1.Rdata","X.2281",0,0,0,0
"X.2282","RD.181221.l.22.f.p1.Rdata","X.2282",0,0,0,0
"X.2283","RD.181221.l.22.f.p1.Rdata","X.2283",0,0,0,0
"X.2284","RD.181221.l.22.f.p1.Rdata","X.2284",0,0,0,0
"X.2285","RD.181221.l.22.f.p1.Rdata","X.2285",1,0,0,1
"X.2286","RD.181221.l.22.f.p1.Rdata","X.2286",0,0,0,0
"X.2287","RD.181221.l.22.f.p1.Rdata","X.2287",0,0,0,0
"X.2288","RD.181221.l.22.f.p1.Rdata","X.2288",0,0,0,0
"X.2289","RD.181221.l.22.f.p1.Rdata","X.2289",0,0,1,1
"X.2290","RD.181221.l.22.f.p1.Rdata","X.2290",0,0,0,0
"X.2291","RD.181221.l.22.f.p1.Rdata","X.2291",0,0,0,0
"X.2292","RD.181221.l.22.f.p1.Rdata","X.2292",0,0,0,1
"X.2293","RD.181221.l.22.f.p1.Rdata","X.2293",1,0,0,1
"X.2294","RD.181221.l.22.f.p1.Rdata","X.2294",1,0,0,1
"X.2295","RD.181221.l.22.f.p1.Rdata","X.2295",1,0,0,1
"X.2296","RD.181221.l.22.f.p1.Rdata","X.2296",0,0,0,0
"X.2297","RD.181221.l.22.f.p1.Rdata","X.2297",1,1,0,1
"X.2298","RD.181221.l.22.f.p1.Rdata","X.2298",0,0,0,0
"X.2299","RD.181221.l.22.f.p1.Rdata","X.2299",0,0,0,0
"X.2300","RD.181221.l.22.f.p1.Rdata","X.2300",0,0,0,0
"X.2301","RD.181221.l.22.f.p1.Rdata","X.2301",0,0,0,0
"X.2302","RD.181221.l.22.f.p1.Rdata","X.2302",1,1,0,1
"X.2303","RD.181221.l.22.f.p1.Rdata","X.2303",0,0,0,0
"X.2304","RD.181221.l.22.f.p1.Rdata","X.2304",0,0,0,0
"X.2305","RD.181221.l.22.f.p1.Rdata","X.2305",0,0,0,0
"X.2306","RD.181221.l.22.f.p1.Rdata","X.2306",0,1,0,1
"X.2307","RD.181221.l.22.f.p1.Rdata","X.2307",0,0,0,1
"X.2308","RD.181221.l.22.f.p1.Rdata","X.2308",0,0,0,1
"X.2309","RD.181221.l.22.f.p1.Rdata","X.2309",0,0,0,0
"X.2310","RD.181221.l.22.f.p1.Rdata","X.2310",0,0,0,0
"X.2311","RD.181221.l.22.f.p1.Rdata","X.2311",0,0,0,0
"X.2312","RD.181221.l.22.f.p1.Rdata","X.2312",0,0,0,0
"X.2313","RD.181221.l.22.f.p1.Rdata","X.2313",0,0,0,0
"X.2314","RD.181221.l.22.f.p1.Rdata","X.2314",0,0,0,0
"X.2315","RD.181221.l.22.f.p1.Rdata","X.2315",0,0,0,0
"X.2316","RD.181221.l.22.f.p1.Rdata","X.2316",0,0,0,0
"X.2317","RD.181221.l.22.f.p1.Rdata","X.2317",0,0,0,0
"X.2318","RD.181221.l.22.f.p1.Rdata","X.2318",0,0,0,0
"X.2319","RD.181221.l.22.f.p1.Rdata","X.2319",0,0,0,0
"X.2320","RD.181221.l.22.f.p1.Rdata","X.2320",0,0,1,1
"X.2321","RD.181221.l.22.f.p1.Rdata","X.2321",0,0,1,1
"X.2322","RD.181221.l.22.f.p1.Rdata","X.2322",0,0,0,1
"X.2323","RD.181221.l.22.f.p1.Rdata","X.2323",0,0,0,0
"X.2324","RD.181221.l.22.f.p1.Rdata","X.2324",1,0,0,0
"X.2325","RD.181221.l.22.f.p1.Rdata","X.2325",0,0,0,0
"X.2326","RD.181221.l.22.f.p1.Rdata","X.2326",0,0,0,0
"X.2327","RD.181221.l.22.f.p1.Rdata","X.2327",0,0,0,1
"X.2328","RD.181221.l.22.f.p1.Rdata","X.2328",0,0,1,1
"X.2329","RD.181221.l.22.f.p1.Rdata","X.2329",0,0,0,0
"X.2330","RD.181221.l.22.f.p1.Rdata","X.2330",0,0,0,0
"X.2331","RD.181221.l.22.f.p1.Rdata","X.2331",0,0,1,1
"X.2332","RD.181221.l.22.f.p1.Rdata","X.2332",0,0,0,0
"X.2333","RD.181221.l.22.f.p1.Rdata","X.2333",0,0,0,1
"X.2334","RD.181221.l.22.f.p1.Rdata","X.2334",0,0,0,0
"X.2335","RD.181221.l.22.f.p1.Rdata","X.2335",0,0,0,0
"X.2336","RD.181221.l.22.f.p1.Rdata","X.2336",0,0,0,1
"X.2337","RD.181221.l.22.f.p1.Rdata","X.2337",0,0,0,0
"X.2338","RD.181221.l.22.f.p1.Rdata","X.2338",0,0,0,0
"X.2339","RD.181221.l.22.f.p1.Rdata","X.2339",0,0,0,1
"X.2340","RD.181221.l.22.f.p1.Rdata","X.2340",0,0,0,0
"X.2341","RD.181221.l.22.f.p1.Rdata","X.2341",0,0,1,1
"X.2342","RD.181221.l.22.f.p1.Rdata","X.2342",0,0,1,1
"X.2343","RD.181221.l.22.f.p1.Rdata","X.2343",0,0,0,0
"X.2344","RD.181221.l.22.f.p1.Rdata","X.2344",1,1,0,1
"X.2345","RD.181221.l.22.f.p1.Rdata","X.2345",0,0,0,0
"X.2346","RD.181221.l.22.f.p1.Rdata","X.2346",0,0,0,0
"X.2347","RD.181221.l.22.f.p1.Rdata","X.2347",1,1,0,1
"X.2348","RD.181221.l.22.f.p1.Rdata","X.2348",0,0,0,0
"X.2349","RD.181221.l.22.f.p1.Rdata","X.2349",0,0,0,0
"X.2350","RD.181221.l.22.f.p1.Rdata","X.2350",1,0,0,1
"X.2351","RD.181221.l.22.f.p1.Rdata","X.2351",0,0,0,0
"X.2352","RD.181221.l.22.f.p1.Rdata","X.2352",1,0,1,1
"X.2353","RD.181221.l.22.f.p1.Rdata","X.2353",0,0,0,0
"X.2354","RD.181221.l.22.f.p1.Rdata","X.2354",0,0,0,1
"X.2355","RD.181221.l.22.f.p1.Rdata","X.2355",0,0,0,0
"X.2356","RD.181221.l.22.f.p1.Rdata","X.2356",0,0,0,0
"X.2357","RD.181221.l.22.f.p1.Rdata","X.2357",0,0,0,0
"X.2358","RD.181221.l.22.f.p1.Rdata","X.2358",0,0,0,0
"X.2359","RD.181221.l.22.f.p1.Rdata","X.2359",1,0,0,0
"X.2360","RD.181221.l.22.f.p1.Rdata","X.2360",0,0,0,1
"X.2361","RD.181221.l.22.f.p1.Rdata","X.2361",1,1,0,1
"X.2362","RD.181221.l.22.f.p1.Rdata","X.2362",0,0,0,0
"X.2363","RD.181221.l.22.f.p1.Rdata","X.2363",0,0,0,1
"X.2364","RD.181221.l.22.f.p1.Rdata","X.2364",0,0,0,0
"X.2365","RD.181221.l.22.f.p1.Rdata","X.2365",0,0,0,0
"X.2366","RD.181221.l.22.f.p1.Rdata","X.2366",1,1,0,1
"X.2367","RD.181221.l.22.f.p1.Rdata","X.2367",0,0,0,0
"X.2368","RD.181221.l.22.f.p1.Rdata","X.2368",0,0,0,0
"X.2369","RD.181221.l.22.f.p1.Rdata","X.2369",1,0,0,1
"X.2370","RD.181221.l.22.f.p1.Rdata","X.2370",0,0,0,0
"X.2371","RD.181221.l.22.f.p1.Rdata","X.2371",0,0,1,0
"X.2372","RD.181221.l.22.f.p1.Rdata","X.2372",0,0,0,1
"X.2373","RD.181221.l.22.f.p1.Rdata","X.2373",0,0,0,1
"X.2374","RD.181221.l.22.f.p1.Rdata","X.2374",0,0,0,0
"X.2375","RD.181221.l.22.f.p1.Rdata","X.2375",0,0,0,0
"X.2376","RD.181221.l.22.f.p1.Rdata","X.2376",1,1,0,1
"X.2377","RD.181221.l.22.f.p1.Rdata","X.2377",0,0,0,1
"X.2378","RD.181221.l.22.f.p1.Rdata","X.2378",0,0,0,0
"X.2379","RD.181221.l.22.f.p1.Rdata","X.2379",0,0,0,0
"X.2380","RD.181221.l.22.f.p1.Rdata","X.2380",0,0,0,0
"X.2381","RD.181221.l.22.f.p1.Rdata","X.2381",0,0,0,1
"X.2382","RD.181221.l.22.f.p1.Rdata","X.2382",1,0,0,1
"X.2383","RD.181221.l.22.f.p1.Rdata","X.2383",0,0,0,0
"X.2384","RD.181221.l.22.f.p1.Rdata","X.2384",0,0,0,0
"X.2385","RD.181221.l.22.f.p1.Rdata","X.2385",0,0,0,0
"X.2386","RD.181221.l.22.f.p1.Rdata","X.2386",1,0,0,1
"X.2387","RD.181221.l.22.f.p1.Rdata","X.2387",1,0,0,1
"X.2388","RD.181221.l.22.f.p1.Rdata","X.2388",0,0,1,1
"X.2389","RD.181221.l.22.f.p1.Rdata","X.2389",0,0,0,1
"X.2390","RD.181221.l.22.f.p1.Rdata","X.2390",0,0,0,0
"X.2391","RD.181221.l.22.f.p1.Rdata","X.2391",0,0,0,1
"X.2392","RD.181221.l.22.f.p1.Rdata","X.2392",0,0,0,0
"X.2393","RD.181221.l.22.f.p1.Rdata","X.2393",1,1,0,1
"X.2394","RD.181221.l.22.f.p1.Rdata","X.2394",0,0,0,0
"X.2395","RD.181221.l.22.f.p1.Rdata","X.2395",0,0,0,1
"X.2396","RD.181221.l.22.f.p1.Rdata","X.2396",0,1,0,1
"X.2397","RD.181221.l.22.f.p1.Rdata","X.2397",0,0,0,0
"X.2398","RD.181221.l.22.f.p1.Rdata","X.2398",0,0,0,0
"X.2399","RD.181221.l.22.f.p1.Rdata","X.2399",0,0,0,0
"X.2400","RD.181221.l.22.f.p1.Rdata","X.2400",0,1,0,1
"X.2401","RD.181221.l.22.f.p1.Rdata","X.2401",0,0,0,1
"X.2402","RD.181221.l.22.f.p1.Rdata","X.2402",0,0,0,0
"X.2403","RD.181221.l.22.f.p1.Rdata","X.2403",0,0,0,0
"X.2404","RD.181221.l.22.f.p1.Rdata","X.2404",1,1,0,1
"X.2405","RD.181221.l.22.f.p1.Rdata","X.2405",0,0,0,0
"X.2406","RD.181221.l.22.f.p1.Rdata","X.2406",0,0,0,1
"X.2407","RD.181221.l.22.f.p1.Rdata","X.2407",0,0,0,0
"X.2408","RD.181221.l.22.f.p1.Rdata","X.2408",0,0,0,0
"X.2409","RD.181221.l.22.f.p1.Rdata","X.2409",0,1,1,1
"X.2410","RD.181221.l.22.f.p1.Rdata","X.2410",0,0,0,0
"X.2411","RD.181221.l.22.f.p1.Rdata","X.2411",0,0,0,1
"X.2412","RD.181221.l.22.f.p1.Rdata","X.2412",0,0,0,0
"X.2413","RD.181221.l.22.f.p1.Rdata","X.2413",0,0,0,0
"X.2414","RD.181221.l.22.f.p1.Rdata","X.2414",0,0,0,0
"X.2415","RD.181221.l.22.f.p1.Rdata","X.2415",1,0,1,1
"X.2416","RD.181221.l.22.f.p1.Rdata","X.2416",0,0,0,0
"X.2417","RD.181221.l.22.f.p1.Rdata","X.2417",0,0,0,1
"X.2418","RD.181221.l.22.f.p1.Rdata","X.2418",0,0,0,0
"X.2419","RD.181221.l.22.f.p1.Rdata","X.2419",0,0,0,0
"X.2420","RD.181221.l.22.f.p1.Rdata","X.2420",1,0,0,1
"X.2421","RD.181221.l.22.f.p1.Rdata","X.2421",0,0,0,0
"X.2422","RD.181221.l.22.f.p1.Rdata","X.2422",0,0,1,1
"X.2423","RD.181221.l.22.f.p1.Rdata","X.2423",0,0,0,0
"X.2424","RD.181221.l.22.f.p1.Rdata","X.2424",0,0,0,0
"X.2425","RD.181221.l.22.f.p1.Rdata","X.2425",0,0,0,0
"X.2426","RD.181221.l.22.f.p1.Rdata","X.2426",0,0,0,0
"X.2427","RD.181221.l.22.f.p1.Rdata","X.2427",0,0,0,0
"X.2428","RD.181221.l.22.f.p1.Rdata","X.2428",0,0,0,0
"X.2429","RD.181221.l.22.f.p1.Rdata","X.2429",1,1,0,1
"X.2430","RD.181221.l.22.f.p1.Rdata","X.2430",0,0,0,1
"X.2431","RD.181221.l.22.f.p1.Rdata","X.2431",0,0,0,0
"X.2432","RD.181221.l.22.f.p1.Rdata","X.2432",1,1,0,1
"X.2433","RD.181221.l.22.f.p1.Rdata","X.2433",0,0,0,0
"X.2434","RD.181221.l.22.f.p1.Rdata","X.2434",1,1,0,1
"X.2435","RD.181221.l.22.f.p1.Rdata","X.2435",0,0,0,0
"X.2436","RD.181221.l.22.f.p1.Rdata","X.2436",0,0,0,0
"X.2437","RD.181221.l.22.f.p1.Rdata","X.2437",0,0,0,0
"X.2438","RD.181221.l.22.f.p1.Rdata","X.2438",0,0,0,0
"X.2439","RD.181221.l.22.f.p1.Rdata","X.2439",0,0,0,0
"X.2440","RD.181221.l.22.f.p1.Rdata","X.2440",0,0,1,0
"X.2441","RD.181221.l.22.f.p1.Rdata","X.2441",0,0,0,1
"X.2442","RD.181221.l.22.f.p1.Rdata","X.2442",0,0,0,0
"X.2443","RD.181221.l.22.f.p1.Rdata","X.2443",0,0,0,0
"X.2444","RD.181221.l.22.f.p1.Rdata","X.2444",0,0,0,0
"X.2445","RD.181221.l.22.f.p1.Rdata","X.2445",0,0,0,0
"X.2446","RD.181221.l.22.f.p1.Rdata","X.2446",0,0,0,1
"X.2447","RD.181221.l.22.f.p1.Rdata","X.2447",0,0,0,0
"X.2448","RD.181221.l.22.f.p1.Rdata","X.2448",1,1,0,1
"X.2449","RD.181221.l.22.f.p1.Rdata","X.2449",1,1,0,1
"X.2450","RD.181221.l.22.f.p1.Rdata","X.2450",0,1,0,1
"X.2451","RD.181221.l.22.f.p1.Rdata","X.2451",0,0,1,0
"X.2452","RD.181221.l.22.f.p1.Rdata","X.2452",0,0,0,0
"X.2453","RD.181221.l.22.f.p1.Rdata","X.2453",0,0,1,1
"X.2454","RD.181221.l.22.f.p1.Rdata","X.2454",0,0,0,1
"X.2455","RD.181221.l.22.f.p1.Rdata","X.2455",0,1,1,1
"X.2456","RD.181221.l.22.f.p1.Rdata","X.2456",0,1,1,1
"X.2457","RD.181221.l.22.f.p1.Rdata","X.2457",0,0,0,0
"X.2458","RD.181221.l.22.f.p1.Rdata","X.2458",0,0,0,1
"X.2459","RD.181221.l.22.f.p1.Rdata","X.2459",0,0,1,1
"X.2460","RD.181221.l.22.f.p1.Rdata","X.2460",0,0,1,1
"X.2461","RD.181221.l.22.f.p1.Rdata","X.2461",0,0,0,1
"X.2462","RD.181221.l.22.f.p1.Rdata","X.2462",0,0,0,0
"X.2463","RD.181221.l.22.f.p1.Rdata","X.2463",0,1,0,1
"X.2464","RD.181221.l.22.f.p1.Rdata","X.2464",1,1,0,1
"X.2465","RD.181221.l.22.f.p1.Rdata","X.2465",0,0,0,0
"X.2466","RD.181221.l.22.f.p1.Rdata","X.2466",0,0,0,0
"X.2467","RD.181221.l.22.f.p1.Rdata","X.2467",1,1,0,1
"X.2468","RD.181221.l.22.f.p1.Rdata","X.2468",0,0,0,0
"X.2469","RD.181221.l.22.f.p1.Rdata","X.2469",0,0,0,0
"X.2470","RD.181221.l.22.f.p1.Rdata","X.2470",0,0,0,0
"X.2471","RD.181221.l.22.f.p1.Rdata","X.2471",0,0,0,1
"X.2472","RD.181221.l.22.f.p1.Rdata","X.2472",1,1,0,1
"X.2473","RD.181221.l.22.f.p1.Rdata","X.2473",1,0,0,1
"X.2474","RD.181221.l.22.f.p1.Rdata","X.2474",0,0,0,0
"X.2475","RD.181221.l.22.f.p1.Rdata","X.2475",0,0,0,0
"X.2476","RD.181221.l.22.f.p1.Rdata","X.2476",0,0,0,0
"X.2477","RD.181221.l.22.f.p1.Rdata","X.2477",1,1,0,1
"X.2478","RD.181221.l.22.f.p1.Rdata","X.2478",0,0,0,0
"X.2479","RD.181221.l.22.f.p1.Rdata","X.2479",1,1,0,1
"X.2480","RD.181221.l.22.f.p1.Rdata","X.2480",1,1,0,1
"X.2481","RD.181221.l.22.f.p1.Rdata","X.2481",0,0,0,0
"X.2482","RD.181221.l.22.f.p1.Rdata","X.2482",0,0,0,0
"X.2483","RD.181221.l.22.f.p1.Rdata","X.2483",0,0,0,0
"X.2484","RD.181221.l.22.f.p1.Rdata","X.2484",0,0,0,0
"X.2485","RD.181221.l.22.f.p1.Rdata","X.2485",0,0,0,1
"X.2486","RD.181221.l.22.f.p1.Rdata","X.2486",0,0,1,1
"X.2487","RD.181221.l.22.f.p1.Rdata","X.2487",0,1,1,1
"X.2488","RD.181221.l.22.f.p1.Rdata","X.2488",0,0,0,0
"X.2489","RD.181221.l.22.f.p1.Rdata","X.2489",1,0,1,1
"X.2490","RD.181221.l.22.f.p1.Rdata","X.2490",0,0,0,0
"X.2491","RD.181221.l.22.f.p1.Rdata","X.2491",0,0,0,0
"X.2492","RD.181221.l.22.f.p1.Rdata","X.2492",0,0,0,0
"X.2493","RD.181221.l.22.f.p1.Rdata","X.2493",1,0,0,1
"X.2494","RD.181221.l.22.f.p1.Rdata","X.2494",0,0,1,1
"X.2495","RD.181221.l.22.f.p1.Rdata","X.2495",0,0,0,0
